IDNRK,LIFNR,ORT01
CNSU371A2001,[Mcp] Walbrzych Suspension Plant,Walbrzych
CNSZ311A1101,고려전자충주공장,충주시
K301027,Hyundae Polytech Mexico S. De R.L.,Www
SH210A1503,General Motors Company : Payer,Detroit Michigan
SH380A3501,[Mdk] Pyeongtaek Brake Plant,Address
SH384A1901,명진금속공업주식회사,안산시
SZ201A1804,대경엔지니어링_박용수,경기 부천시
SZ30300501,Kasia_Jaworska1,Walbrzych
SZ400A1801,[Msc] Mando Suzhou,Suzhou
SZ520A0102,Raicam Industrie Srl,Manoppello
SU371A3001,Gm Global Tooling Service Company,Luton
SH310A1801,Southern Polymers-Chennai,Chn
SH330A1304,보림테크,익산시
SH360A2101,농협은행 양재지점,서울특별시
SH380A3301,Gm_Uzbekistan(Usd)_De,Uz  Uzbekistan
SZ400A2401,엠유에프지은행,서울특별시
SZ920A6140,삼익키리우,대구광역시
SZ920A9501,네이버,경기도 성남시
SH330A1310,General Motors Company,Detroit Michigan
SH380A3701,Test111122223333,서울특별시
SK260A1111,Gurgaon Warehouse ( 3T Logistics ),인도 구르가온
SZ920A6162,Mdk_Sgm_De,Shanghichina
CNSH311C2301,Gm_Oshawa_Oem,Oshawa On
SH311A1801,Iryna_1111,Walbrzych
SZ200A4301,Gm_Uzbekistan(Usd)_De,Uz  Uzbekistan
SZ462A1301,Test Brazil,Test1333
SH312A1401,Ford Werke Gmbh (Usd)_As,Koeln
SZ220C3401,아센텍,아산시
K105536,Msc_Gm,Mexico
K105647,Crown Technologies Plant Ii,Ahmed Nagar
SH322A1501,Gm_Ep_Oem,Ellesmere Port
SH322C5903,Sub Cont Test1,Abcd
SH322A7301,Gm_Oshawa_Oem,Oshawa On
SH326A1501,Gm_Orion_De,Mi Usa
SH322A730103,Gm_Korea_Oem,인천광역시
SH322C590303,Mcm_Gm1.1,Ramos Arizpe Coah
SZ102A1319,P15871,Pangyo
SZ12108502,Mcp_Bmw,Garching-Hochbrueck
SZ32003901,Southern Polymers-Chennai,Chn
SZ102A1326,Chrysler_Fca Ii_Oem,Mex  Mx
SZ12108501,엔에이치투자증권 광화문금융센터,서울특별시
SZ121C3314,Cs Assy Vendor,City
SZ105C0208,Fi 고객,City
CNSU36200102,Kr,서울특별시
SH385A2001,Mbc_Hkmc,서울특별시
CNSH385A2001,Fasdfasdf,Asfdasdf
SK216A1101,Weco,서울특별시
SK217A1101,Soldto Test,서울특별시
K105930,디에스피이엔티,아산시
K105079,Pnc Bank,Birmingham
SU36200110,병화,천안시
SZ12108419,엠아이티코리아,대전광역시
CNSK37100101,Gm_Cami Autrans_Oem,Ingersol Canada
SK318A2001,중소기업은행 강남기업금융지점,서울특별시
SK320A1701,Gm Korea,인천광역시
SK330A2003,[Mdk] Korea Hq,Address
SK360A1703,Bmw Ag,City
SK380A3201,국민은행 대기업금융센터,서울특별시
SZ201A2004,Gm_India_De,Gujarat
SZ405A1301,Soldto Test_22,제주특별자치도 제주시
SK318A2002,Cs Sub Vendor,City
SK215A1101,Hyundai Motor Ulsan Bill-To(Payer),서울특별시
SK31200201,[Mga] Georgia Brake Plant,Usa
SZ200A1302,Taeyang Metal India Pvt Ltd-Chennai,Ahmed Nagar
SZ36002901,[Mga] Georgia Steering Plant,Georgia
SZ373A2001,Hyundai Mobis Bill-To(Payer),서울특별시
SZ378A1401,Kr,서울특별시
K105055,Gmk-Cny_Korea_De,인천광역시
K105248,Hyundai Motor Ulsan 4Th Plant,울산광역시
CNSZ46006001,Takenaka Europe Gmbh Sp. Z O.O.,Warszawa
SK322A1601,성진피앤티,인천광역시
SK32400601,Sub Cont Test1,Abcd
SH333C2301,Gm_Brazil_As,Sorocaba Sao Paulo Brazil
SZ121A2902,동일기계공업,안성시
SZ102A1309,Gosia_1907,Walbrzych
SZ12108515,Takenaka Europe Gmbh Sp. Z O.O.,Warszawa
SZ102A1303,Test Supplier,충청북도
SZ102A1321,[Msc] Mando Suzhou,Suzhou
SZ121C3212,Mkdc S.A. De C.V.,Arteaga Coahuila Mexico
SK36200408,Bmw Ag Wackersdorf_Oem,Wackersdorf
SZ120A1301,Chrysler_Mopar_As,City
SZ120A1401,Gm_Trw Saginaw_Oem,Saginaw
SU362A1613,[Mca] Alabama Suspension Plant,Usa
SZ120A1302,Tata Motors Passenger Vehicles Limi,Chikhali Pune
SZ12104301,인게이지,평택시
SZ12105602,Gm_Dortec_Oem,Concord Canada
SZ130A1801,인게이지,평택시
CNSK383A1901,Shipto Test_22,서울특별시
SK410A2501,아센텍,아산시
SK420A2201,P15871,Pangyo
SK42500101,삼익키리우,대구광역시
SK460A1301,Chrysler_Warren_Oem,Warren United States
SK471A1501,Hyundai Motor Ulsan 1St Plant,울산광역시
SK480A2001,Jawor_02,Walbrzych
SK484A1301,Hyundai Motor Ulsan 4Th Plant,울산광역시
SZ201A1901,한국씨티은행,서울특별시
SZ920A6138,동일기계공업,안성시
SK410A2502,Gmk_Korea_De,인천광역시
CNSK47100101,Hyundai Motor Jeonju Ckd,Wanju-Gun
SK410A3203,Gm_Opel_Europe(Eur)_De,Spain
SK420A2704,Ford_Think_De,Detroit Mi  Usa
SK460C1831,Ford Lincoln Cbg,Dummy
SK480A1901,Kia Gwangmyeong Bill-To(Payer),Gwangmyeong-Si
SK48400801,X10054,City
SZ201C2704,Gurgaon Warehouse ( 3T Logistics ),인도 구르가온
SZ920A6160,[Mga] Georgia Steering Plant,Georgia
SK410A3204,Gm_India(Krw)_De,Maharashtra India
CNSK414A2201,Gm_India(Krw)_De,Maharashtra India
SK412A1301,Kasia 100,Walbrzych
SK415A1101,Hkmc_Korea_De,서울특별시
SZ373A2101,지엠비코리아,경상남도 창원시
CNSZ361C7501,Iza_Ar1 Test,Wabrzych
CNSZ367A1501,[Mcm] Arteaga Plant,Arteaga
SZ200A1103,Aditya Auto Products And Engg India,Chennai
K104748,Southern Polymers-Chennai,Chn
K105584,Bmw(Krw)_De,Munchen Deutschland
SK416A1101,Mdk_Gmsa,South Africa
SK417A1101,Sold To 생성 0523_1,경기도 성남시
K105823,Msy_Opel Gmbh_Germany_De,Germany
SK422A2601,Hyundai Glovis Bill-To(Payer),서울특별시
SK422A3404,에스에이치로드제일차 주식회사,서울특별시
SK422A260103,Kia Kwangju Oem,광주광역시
SK422A340403,Tdscusupd2,Udaipur
K104572,대일이노텍,서산시
CNSZ121C4001,Test Brazil,Test1333
CNSZ320C3201,아센텍,아산시
SZ102A1446,Ford Lio Ho Motor Cp Ltd,Taoyuan City Taiwan Roc
SZ102A3002,[Mtc] Tianjin Casting Plant,City
SZ12109610,Mcm_Gm1,Ramos Arizpe Coah
SZ102A1430,Soldto Test_22,제주특별자치도 제주시
SZ12109611,Mck_주식회사 일신캐스팅,City
SK462A0301,대일이노텍,서산시
SZ121A2305,Mcp_Bmw,Garching-Hochbrueck
SK462A1210,Foreign Customer,Bloomington
SK472A2301,Gm_Bupyeong-Assembly 2,인천광역시
CNSK485A1601,Ap Warehouse ( Sakthi Traders ),Bangalore-Hyderabad Highway Ananta
SK494A1201,[Mbc] Mando Beijing,Beijing
K105442,제이디테크,경상남도 창원시
K105885,삼성생명보험,서울특별시
K105434,Hyundai Glovis Bill-To(Payer),서울특별시
SZ36106701,Customer_Patrycja,Walbrzych
K105259,Kia Hwaseong Bill-To(Payer),Hwaseong-Si
K105049,Gm_Thailand_As,Chatujak Bangkok
K105242,Gurgaon Warehouse ( 3T Logistics ),인도 구르가온
K105169,Kasia_Jaworska1,Walbrzych
SZ361A1501,세진특수정밀,인천광역시
SZ361A1601,Hylee_002,Frankfurt Am Main
SZ431A2001,Chrysler_Mobis_Oem,Detroit United States
SZ431A2801,Gm_Thai(Krw)_De(Sp),Thailand
SZ432A1401,Gm Ecuador_As(Sp),Quito
SZ434A2201,Gm_Mexico_As,Industrial Toluca
CNSZ460C4101,威马新能源汽车采购（上海）有限公司,Shanghai
CNSZ491C1701,금융감독원,서울특별시
SZ433A1601,Bolim1,인천광역시
CNSZ441Z7401,Test08 Test,Test
SZ440A2001,Bank Of America Leasing & Capital-K,Los Angeles
SZ433A1701,서영정밀,화성시
SZ440A2101,Gm_Indonesia_De(Sp),Indonesia
SZ433A3301,Daimler_13,Walbrzych
SZ440A9901,Hyundai Motor Company,서울특별시
SZ921A1499,Hyundai Motor Jeonju Bill-To(Payer),Wanju-Gun
BC12099900,Hmma_Al_Oem,Montgomery
BC38001800,Cs Sub Vendor 03,City
BC39000800,Pnc Bank,Birmingham
BC39100900,Fasdfasdf,Asfdasdf
BC41099900,Gm_Brazil_De(Sp),Sorocaba Sao Paulo
BC44000500,Fi 고객,City
BC45000700,Bmw Ag Wallersdorf_As,Wallesdorf
BC50099900,엘지이노텍,서울특별시
BC54099900,Mkdc S.A. De C.V.,City
BM38002100,Sbl Moters,서울특별시
CNBC30215000,江苏瑞尔隆鼎实业有限公司,Beijing
K300314,엠아이티코리아,대전광역시
BC12199900,Delta,Swidnica
BC50199900,디에스피이엔티,아산시
BC12066600,Reiner Sp. Z O.O.,Miekinia
BC20500300,Gm_Ramos_Oem,Coach Mexico
BC23100300,Gm_Ramos_Oem,Coach
BC26400800,Shipto Test_22,서울특별시
BC27002300,아셈텍,화성시
BC30204100,코오롱모터스,서울특별시
BC36001200,엔에이치투자증권 잠실금융센터,서울특별시
BC38000200,엔에이치투자증권 잠실금융센터,서울특별시
BC41066600,Kia Motor Bill-To(Payer),서울특별시
BC47016801,Hmc_원효로서비스센터_Oem,86 원효로4가
BC50057200,미쓰이스미토모은행 서울지점,서울특별시
BC54088800,[Mdk] Pyeongtaek Brake Plant1,Pyeongtaek
BC610A2200,동일기계공업,안성시
K301846,네이버,강원 춘천시
K302346,Gm_Ramos_Oem,Coach
BC12166600,Taeyang Metal India Pvt Ltd-Chennai,Ahmed Nagar
BC50157200,Gm-Sha_Usa_De,Usa
BC1206660055,[Mcc] Chongqing Plant,Chongqing
BC14066600,Tdscustupd1,Gandhinagar
BC1209990055,대성전기공업,안산시
BC14099900,엔에이치투자증권 잠실금융센터,서울특별시
BC1216660055,Ap Warehouse ( Sakthi Traders ),Bangalore-Hyderabad Highway Ananta
BC14166600,롯데정보통신 Shipto,서울특별시
BC1219990055,"Matlab, Inc.",Asheboro
BC27202100,Sri Jayalakshmi Industries-Chennai,Chennai
BC27101800,Gm_Opel_Europe(Usd)_De,Russelsheim Germany
BC31401700,Hyundai Motor Asan Bill-To(Payer),Asan-Si
BC41225500,Mcp_Gt Oberflächen Gmbh,Heinsdorfergrund
BC4109990055,Chrysler_Warren_Oem,Warren United States
CNBC41228000,Hyundai Motor Manufacturing Alabama,Montgomery
BC44200700,Gmdat_창원_Oem,경상남도 창원시
BC51062400,디에스피이엔티,아산시
BC52431400,Kasia 100,Walbrzych
BC51099900,Chrysler_Mopar_As,City
CNBC52215200,Gm Motor_Usa_De,Mi Usa
CNBC52419000,하이투자증권 법인영업부지점,서울특별시
BC51162400,Cs Sub Vendor 03,City
BC51199900,General Motors Company,Detroit Michigan
BC52000100,Hmma_Mobis(Al)_Oem,Montgomery
BC55062400,Chrysler_Fca Ii_Oem,Mex  Mx
BC55288800,Volkswagen Poland,Pozna
BC55099900,Test_Customer,Pangyo
CK12099900,교보생명보험,서울특별시
CK12199900,Gm_Brazil_As,Sorocaba Sao Paulo Brazil
CNBC30315000,Chrysler_Fca_Oem,Agua Nueva Saltillo
CNCA84010100,Hyundai Motor Beijing Bill-To(Payer,Beijing
CNCK21019100,Cs Assy Vendor,City
CNCK21119100,Gm_Thai(Krw)_De,Pluakdaeng Rayong  Thailand
CNCK21119200,인게이지,평택시
CNCK22019100,Fasdfasdf,Asfdasdf
CNCK22119100,Gurgaon Warehouse ( 3T Logistics ),인도 구르가온
K104433,아이엔지은행 서울지점,서울특별시
K105122,Gm_Brazil(Krw)_De(Sp),Sorocaba - Sao Paulo
K104365,Canoo_Torrance_Usa_Oem,Ca  United States
K104478,Fasdfasdf,Asfdasdf
CNSK37200101,[Msc] Suzhou Steering Plant,Suzhou
CNSZ378A1101,Mcp_Atlantic Integrated Freight Gmb,Germany
CNSZ378A1102,Mtc Customer Test 003,Tianjin
K104446,삼성증권,서울특별시
CNSK32500301,현대글로비스_아산,123-123
CNSK37100201,[Mga] Georgia Casting Plant,Georgia
CNSZ201C2801,Hyundai Motor Ulsan 2Nd Plant,울산광역시
SK318A4601,Test Test,Test
SK320A2002,Int 주소 미생성 확인 테스트,경기도 성남시
SK360A3801,Hyundai Motor Ulsan 4Th Plant,울산광역시
SK38400601,Gme_German_De,Russelsheim Germany
SK485A3001,Mga_Hmma,Test
SK318A4603,[Mcc] Chongqing,Chongqing
SK318A4604,Mdk_Gmdat,경상남도 창원시
CNSZ20002603,Customer_Shaun,Walbrzych
CNSZ361C7601,신한금융투자,서울특별시
CNSZ377A1101,Crown Technologies Plant Ii,Ahmed Nagar
SK315A1701,Kia Kwangju Bill-To(Payer),광주광역시
CNSZ377A1102,Hyundai Polytech America Inc.,Eufaula
K105121,한라홀딩스_포승센터_0005,평택시
K105132,Customer_Dorota,Walbrzych
CNSK317C1901,오토테크,원주시
SK316A1701,Gm_Lordstown_Oem,Detroit Mi
SZ460A3501,Aditya Auto Products And Engg India,Chennai
SK310A4202,금융감독원,서울특별시
SK310A4204,Mcm_Gm1,Ramos Arizpe Coah
CNSK32400301,Sold To 06_22_0,경기도 성남시
SK322A170203,Hyundai Motors R&D Center,Hwaseong-Si
SZ102A3102,Gm_Mexico_As,Industrial Toluca
SZ12108527,Msy_Opel Gmbh_Germany_De,Germany
SK262C0116,[Msc] Mando Suzhou,Suzhou
CNSZ460C1001,하이투자증권 법인영업부지점,서울특별시
SZ433A6401,Hyundai Mobis Bill-To(Payer),서울특별시
SZ491A1701,Test Supplier,충청북도
SZ440B2601,Chrysler,California
SZ441A5201,Roy Metal Finishing,Charlotte
SZ442A6301,Iza_Ar1 Test,Wabrzych
MDTJMRP015,Chrysler_Dana Va Chesapeake_Oem,Detroit United States
MDTJMRP017-1,Gm_Brazil_As,Sorocaba Sao Paulo Brazil
MDTJMRP018-1,Hyundai Motor Beijing,Beijing
MDTJMRP019,Ford_Mex_Oem,City
MDTJMRP020,현대해상화재보험,서울특별시
MDTJMRP027-1,Ford_India_De,Tn In
BC14041000L1,Msc_Gm,Mexico
MDTJMRP004,Gm_Thailand_De,Thailand
MDTJMRP005,[Do Not Use] --> M310-31,Usa
MDTJMRP012,Majab3,Walbrzych
MDTJMRP024,이요찬 Bp,서울특별시
MDTJMRP024-1,Mga_Chrysler,Warren United States
BC14041000C1,Bmw_Ag,Munchen
MDTJMRP013-2,Y100547,City
MDTJMRP014,乐采商贸（广州）有限公司北京分公司,City
MDTJMRP021,세진특수정밀,인천광역시
BC14056300L1,Soldto Test_22,제주특별자치도 제주시
BC14056300C1,Sundaram Auto Components Limited Pl,Chennai
BC14066600M1,Test111122223333,서울특별시
BC14066600C1,Sundaram Auto Components Limited Pl,Chennai
BC14099900L1,Mga_Chrysler,Warren United States
BC14099900C1,Kia Gwangmyeong Bill-To(Payer),Gwangmyeong-Si
BC14156300L1,영완,시흥시
BC14156300M1,Gm_Brazil_De,Spbrazil
BC14166600L1,[Msc] Mando Suzhou,Suzhou
BC14166600M1,코우산업,평택시
BC41229200L1,Mcp_Igs Schreiner Gmbh,Hamburg
BC41229200M1,케이엠텍,원주시
BC41229300L1,Mbc_Gm,Usa
BC41229300M1,Mga_Chrysler,Warren United States
BC41241000L1,미쓰이스미토모은행 서울지점,서울특별시
BC41241000M1,江苏瑞尔隆鼎实业有限公司,Beijing
MDTJMRP001,Ford Espania Sl (Usd)_Oem,Valencia Hiszpania Spain
MDTJMRP008,Hyundai Motor Ulsan Bill-To(Payer),서울특별시
BC41256300L1,Nanotech1_Tds,Gandhinagar
BC41329200M1,Chrysler_Dana Va Chesapeake_Oem,Detroit United States
BC1202490255,General Motors Company : Payer,Detroit Michigan
BC1212490255,Ford Lincoln Cbg,Dummy
BC202A1100Z1,드림텍,아산시
BC20300200Z1,케이엠텍,원주시
BC272A1100Z1,농협은행 판교테크노밸리지점,경기도 성남시
BC271A1100,세진특수정밀,인천광역시
BC31402000,[Msc] Suzhou Brake Plant,Suzhou
BC500A1801,Mdm_Testpayer,Address
BC540A1801,Gm_Oshawa_De,Ontario
K301413,현대해상화재보험,서울특별시
BC47013200,Hyundai Motor Asan Plant,Asan-Si
BC50058700,Mga_Hmma,Test
BC54058700,[Mail] Chennai Plant#1,Pillaipakkam Post Sriperumbudur Ta
BC470A9900,Bolim1,인천광역시
BC470A9901,동일기계공업,안성시
BC500C9600,"Matlab, Inc.",Asheboro
BC540C9600,동일기계공업,안성시
BC470A8600,광성정밀,아산시
BC500C3700,Gmk-Cny_Korea_De,인천광역시
BC540C3700,"Matlab, Inc.",Asheboro
BC501A1801,Gm_Brazil_De,Spbrazil
BC50158700,한국산업은행,서울특별시
BC4102300055,[Do Not Use] --> M100-11,Address
BC4102350255,신한정밀공업대전공장,대전광역시
BC4102350455,국민은행 대기업금융센터,서울특별시
BC41223500,Gm_Adam Opel(Euro)_As,Herne
BC410A880155,Mcm_Gm,Mexico
BC412A8801,Kasia_Jaworska1,Walbrzych
BC410B580055,Kia Motor Oem,서울특별시
BC510A1601,Gm_Cis_De,Moscow Russia
BC522A1601,Hyundai Wia Korea,경상남도 창원시
BC524A1601,Taeyang Metal India Pvt Ltd-Chennai,Ahmed Nagar
BC510A3501,Mdm_Testsoldto222233333,서울특별시
BC52430000,조이테크,천안시
BC510C4000,Ford_Mex_Oem,City
BC510C8200,[Mdk] Korea Hq,Address
BC511A1601,Chrysler_Dana Va Chesapeake_Oem,Detroit United States
BC511A3501,Bmw(Eur)_De,Muenchen Germany
BC511C4000,서영정밀,화성시
BC52001700,Gm_Saic Usa,Birmingham Mi
BC53002400,Hkmc_Korea_De,서울특별시
BC550A1601,Gme_German_De,Russelsheim Germany
BC552A1601,Kia Motor Oem,서울특별시
BC553A1601,Gm Ecuador_As(Sp),Quito
BC550A3501,Do Not Use --> Delete !!,City
BC550C4000,하이투자증권 법인영업부지점,서울특별시
BC550C8200,Ford Lio Ho Motor Cp Ltd,Taoyuan City Taiwan Roc
BC552B1700,Anna041293,Walbrzych
BC551A3501,Mce_Gm,Ellesmere Port
BC53102400,Hyundai Motors Korea,서울특별시
BC53102100,Hyundai Motor Asan Plant,Asan-Si
BC552B4500,금융감독원,서울특별시
BC612A1100,Cho_Customer_01,Frankfurt
BC718A1101,Ford Espania Sl_Oem,Valencia Hiszpania
BC613A1100,Ford_Mex_Oem,City
BC719A1101,국민은행 대기업금융센터,서울특별시
BC231A1100,Gm Motor_Usa_De,Mi Usa
BC710A1100,케이비증권,서울특별시
BC740A1100,현대차증권,서울특별시
BC750A1100,신성Atc,원주시
BC757A1700,롯데정보통신 Shipto,서울특별시
BC790A1100,Customer_Lee,Walbrzych
K302636,케이엠텍,원주시
BC711A1100,Ford_Australia_De,Australia
BC741A1100,Gm_Orion_De,Mi Usa
BC63200200,Gm_Spring Hill_Oem,Tn  United States
BC716A1100,Tdscustupd1,Gandhinagar
BC731A1100,[Mbc] Mando Beijing,Beijing
BC732A1100,Gm_Vm Arlington Asm,Arlington Tx
BC742A1100,[Mcc] Chongqing Plant,Chongqing
BC771A1100,Basf Polyurethanes Gmbh(Im),Lemfoerde Germany
BC775A1100,Hyundai Motor Company,서울특별시
BC776A1100,안남테크,인천광역시
BC743A1100,Hyundai Motor Company,서울특별시
BC751A1100,디비에스은행,서울특별시
BC752A1100,[Mdk] Korea Hq,Address
BC756A1100,신성Atc,원주시
BC755A1100,Gm_Vm Arlington Asm,Arlington Tx
BC773A1100,Test2,Frankfurt
BC774A1100,Ford Espania Sl_Oem,Valencia Hiszpania
BC14022600M1,Gm_Holden_De,Australia
K104230,Kia Hwaseong Bill-To(Payer),Hwaseong-Si
K201814,Int 주소 미생성 확인 테스트,경기도 성남시
K201815,Gm_Saic Usa,Birmingham Mi
K201816,Gm_Spring Hill_Oem,Tn  United States
CT040A1100,신동성,원주시
BC14024900M2,Kr,서울특별시
BC14024900C2,乐采商贸（广州）有限公司北京分公司,City
CT040A1200,Kasia_Jaworska1,Walbrzych
BC41223501M1,P15871,Pangyo
BC412B5800M1,제이디테크,경상남도 창원시
CT030001L0,Gm_Modatek_Oem,Ontario
K104294,만도브로제,인천광역시
K104070,Do Not Use --> Delete !!,City
K104075,롯데정보통신 Billto,경기 용인시
K104076,Gm_Dropship Kyb Android Euro_Oem,Shreveport United States
K104077,신태양,화성시
K104081,현대차증권,서울특별시
K104082,광덕에이앤티,인천광역시
K104126,현대해상화재보험,서울특별시
K104154,Renault Samsung Motor,부산광역시
K104295,Ford Lio Ho Motor Cp Ltd,Taoyuan City Taiwan Roc
K104149,Gkn Sinter Metals Pvt Ltd-Pune(P2),Ahmed Nagar
K104083,Gm_As_Llc,Mi United States
GE51123U00,우리은행 판교지점,경기도 성남시
GE54024Z00,한국수출입은행,서울특별시
GE54024Z01,Dor_Ar,Walbrzych
GE54024Z02,Hundai,Banglore
GE50524Z00,Mcm_Ford1,Saltillo
GE52123U00,[Mcm] Arteaga Plant,Arteaga
K302631,한도,천안시
GE50324Z00,Gmk_Korea_De,인천광역시
GZ61100200,Hyundai Motor Jeonju Ckd,Wanju-Gun
GE50024Z00,Gm_Modatek_Oem,Milton Canada
GE57341F00,Wells Fargo Bank N.A.,San Francisco
GE57522T00,Gm_Brazil_As,Sorocaba Sao Paulo Brazil
GE80024Z00,엠유에프지은행,서울특별시
K302632,Alpina Burkard Bovensiepen,Buchloe
GE53723U00,Bmw(Eur)_De,Muenchen Germany
GE53723U01,Bmw(Eur)_De,Muenchen Germany
GE53023U00,Ccangtong,서울특별시
GE54323U00,Mdk_Hmc,104-7
GE55423U00,Mcp_Bmw,Garching-Hochbrueck
GE56323U00,Ford_Master_As,Illionis
GE57500L00,[Mca] Alabama Suspension Plant,Usa
GE53023U01,Gm_Brazil_As,Sorocaba Sao Paulo Brazil
GE54323U01,전성,충주시
GE55523U00,Gmsa_De,South Africa
GE56523U00,Gm_Cami Autrans_Oem,Ingersol Canada
GE802N6100,신한정밀공업대전공장,대전광역시
GE813E1150,Gt Oberflächen Gmbh,Heinsdorfergrund
GE844E1150,Roy Metal Finishing,Charlotte
GE850E1150,Mbc_Gm,Usa
GX642A1600,Chrysler,California
GZ611E1150,Asdasd,서울특별시
GE850N6100,태양금속공업,안산시
GE81129301,Ap Warehouse ( Sakthi Traders ),Bangalore-Hyderabad Highway Ananta
GE81229301,Gm Motors_Mexico_ De,De Mxico
GE821E1150,Hmma_Aai_Oem,Test
GE823E1150,Halla Holdings,서울특별시
GE828E1150,Bmw Ag_Oem,Munchen
GE829E1150,삼성에스 Iacc Tets,경기도 성남시
GE834E1150,중국은행,서울특별시
GE835E1150,Chana_De,Chongqing China
GE837E1150,Gm_Trw Saginaw_Oem,Saginaw
GE836E1150,Hyundai Motor Asan Plant,Asan-Si
GE851E1150,Gm_Brazil_De(Sp),Sorocaba Sao Paulo
GE853E1150,Hyundai Assan Otomotiv Sanayi Ve,Kozyatagiistanbul
GE854E1150,Hylee_002,Frankfurt Am Main
GE857E1150,삼성생명보험,서울특별시
GP274A2100,영완,시흥시
GP27603400,Xyz Pvt Ltd,Mumbai
GX27500100,인팩_충주,충주시
K302403,Gm_Modatek_Oem,Ontario
GP262A1100,인게이지,평택시
GP93118700,Test Brazil,Test1333
GR93121700,Tdscusupd2,Udaipur
GE655A2800,Gmk-Cny_Korea_De,인천광역시
GQ212A1100,Ford_Flat Rock_Oem,Mi  United States
GX90111900,Test111122223333,서울특별시
GZ651A1700,Dhl Ware Hosue,Trivandrum
GQ302A1200,Mdk_Bhmc,Suzhou New District
GX67600100,Mcm_Gm1.1,Ramos Arizpe Coah
GQ210A1100,Chrysler,California
GP25510000,Mcp_Atlantic Integrated Freight Gmb,Germany
GX211A3000,Sold To 생성 0523_1,경기도 성남시
GX27600300,Gm_India(Krw)_De,Maharashtra India
GX97000100,Kia Gwangmyeong Bill-To(Payer),Gwangmyeong-Si
